"197001120001,1970,1,12,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Brooklyn,""1/12/1970: Unknown perpetrators threw a pipe bomb into the vacant dean's office of James Madison High School in Brooklyn, New York, United States.  There were no casualties but the explosion caused minor damages.  Earlier in the day anti-war and pro-Black Panther statements were discovered painted outside the walls of the school."",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,High School,James Madison High School,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,Suspected motives were to protest the Vietnam War and/or show support for the Black Panther Party and/or show support for the Young Lords.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Crudely made pipe bomb.  Five inches long and a half inch thick filled with gunpowder that was connected to a fuse.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Damaged a blackboard and shattered a pane of glass.,0,,,,,,,0,,,,,,,,,""One half hour after the bomb explosion, an anonymous caller warned of a bomb that was going to detonated in the locker room, however this device was never found.  The inscriptions on the wall of the building were """"Panthers 21,"""" """"Support Young Lords,"""" and """"Americong.""""  There was no history of racial violence at James Madison High School."",""""""Blast Damages Flatbush School,"""" New York Times, January 13, 1970."",""Linda Greenhouse, """"Madison School Puzzled By Bomb,"""" New York Times, January 18, 1970."",""Committee on Government Operations United States Senate, """"Riots, Civil, and Criminal Disorders,"""" U.S. Government Printing Office, August 6, 1970."",Hewitt Project,-9,-9,0,-9,";;;
"197001120002,1970,1,12,,0,,217,United States,1,North America,Puerto Rico,Rio Grande,18.379998,-65.830948,1,0,,""1/12/1970: Unknown perpetrators detonated a bomb at a General Electric factory in Rio Grande, Puerto Rico during a strike.  There were no casualties and it is unknown if the factory sustained any damages."",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,General Electric,General Electric factory in Rio Grande Puerto Rico,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,,""Committee on the Judiciary  United States Senate, """"Terroristic Activity: The Cuban Connection in Puerto Rico";" Castro's Hand in Puerto Rican and U.S. Terrorism,"""" U.S. Government Printing Office, August 6, 1970."",""""""Toward People's War for Independence and Socialism in Puerto Rico: In Defense of Armed Struggle,"""" Documents and Communiqués from the Revolutionary Public Independence Movement and the Armed Clandestine Movement, January 1987."",,Hewitt Project,-9,-9,0,-9,";;
"197001130001,1970,1,13,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,,""1/13/1970: Unknown perpetrators firebombed Fuson's Department Store in Seattle, Washington, United States.  There were no casualties but the store sustained an estimated $17,000 in damages.  Less than a week earlier, the store owner shot and killed an African American male attempting to rob the store."",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,Fuson's Department Store,""Fuson's Department Store, Seattle Washington"",217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,Retaliation for the store owner who shot and killed an African American attempting to commit a robbery at his store.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),17000,,0,,,,,,,0,,,,,,,,,""The store was a White owned business operating in a predominantly African American neighborhood.  Before the firebombing, the Fuson's received many threats against their store."",""Committee on Government Operations United States Senate, """"Riots, Civil, and Criminal Disorders,"""" U.S. Government Printing Office, August 6, 1970."",,,Hewitt Project,-9,-9,0,-9,";;;
"197001140001,1970,1,14,,0,,217,United States,1,North America,Illinois,Champaign,40.116748,-88.23927,1,0,Champaign Police Department,""1/14/1970: Suspected Black militants threw two firebombs into the Champaign Police Department in Champaign, Illinois, United States.  The building was damaged and one police officer was severely burned."",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,22,""Police Building (headquarters, station, school)"",Police Department,Champaign Police Department,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb thrown through window,0,0,0,1,1,0,1,3,Minor (likely < $1 million),,,0,,,,,,,0,,,,,,,,,,""Committee on Government Operations United States Senate, """"Riots, Civil, and Criminal Disorders,"""" U.S. Government Printing Office, August 6, 1970."",""Christopher Hewitt, """"Political Violence and Terrorism in Modern America: A Chronology,"""" Praeger Security International, 2005."",""Peter F. Nardulli and Jeffrey M. Stonecash, """"Politics, Professionalism, and Urban Services,"""" Oelgeschlager, Gunn & Hain, Publishers, Inc. 1981."",Hewitt Project,-9,-9,0,-9,";;;
"197001150001,1970,1,15,,0,,218,Uruguay,3,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,8,Educational Institution,49,School/University/Educational Building,,""Secondary School, Chemistry Lab"",218,Uruguay,,,,,,,,,,,,,,,,,Tupamaros (Uruguay),,,,,,,0,,,0,5,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearms,0,,,0,,,1,3,Minor (likely < $1 million),2500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,";;;
"197001190002,1970,1,19,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,Seattle University,""1/17/1970: Three African Americans were suspected of detonating a bomb on the Seattle University campus in Seattle, Washington, United States.  There were no casualties but the Liberal Arts and Garrand buildings sustained $2,200 in damages."",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,Seattle University,""Liberal Arts and Garrand buildings, Seattle University"",217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,The incident took place during disturbances between the Black Student Union and the university.,1,,,0,3,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2200,Windows were shattered at the Liberal Arts and Garrand Buildings.,0,,,,,,,0,,,,,,,,,Witnesses observed three African American males running from the scene.,""Committee on Government Operations United States Senate, """"Riots, Civil, and Criminal Disorders,"""" U.S. Government Printing Office, August 6, 1970."",""Christopher Hewitt, """"Political Violence and Terrorism in Modern America: A Chronology,"""" Praeger Security International, 2005."",""Seattle University, """"1965-1975: Troubled Times,"""" <www.seattleu.eduhistorysection6.html>"",Hewitt Project,-9,-9,0,-9,";;;
"197001190003,1970,1,19,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,,""1/17/1970: Silas and Judith Bissell placed an explosive device in the vicinity of the Air Force R.O.T.C. at the University of Washington campus in Seattle, Washington, United States.  The device was discovered and subsequently disarmed."",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,Air Force R.O.T.C. at the University of Washington,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,The incident took place during heightened antiwar sentiments in Seattle Washington.,0,,,0,2,2,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,Judith and Silas Bissell were both members of Students for a Democratic Society.,""Committee on Government Operations United States Senate, """"Riots, Civil, and Criminal Disorders,"""" U.S. Government Printing Office, August 6, 1970."",""Christopher Hewitt, """"Political Violence and Terrorism in Modern America: A Chronology,"""" Praeger Security International, 2005."",""Earl Caldwell, """"Fear Grows In Seattle As Police Urge F.B.I. Help On Bombings,"""" New York Times, April 26, 1970."",Hewitt Project,-9,-9,0,-9,";;;
"197001190004,1970,1,19,""January 19-20, 1970"",0,,217,United States,1,North America,New Jersey,Jersey City,40.717892,-74.067467,1,0,Front of building,""1/19/1970: Unknown perpetrators ignited a fire at the Black Panther Party headquarters in Jersey City, New Jersey, United States.  Two hours later shots were fired at the building.  There were no casualties but the building sustained minor damages."",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,2,Armed Assault,,,22,Violent Political Party,110,Party Office/Facility,Black Panther Party,Headquarters,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,Intimidate the Black Panther Party.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,5,Firearms,5,Unknown Gun Type,,,,,,,,,Gasoline was placed on the steps of the building and set on fire.  Between 10-30 shots were fired.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The fire caused minor damages to the door and the front of the building.  The created caused holes in the door and the cardboard that was covering the windows.,0,,,,,,,0,,,,,,,,,The building might have been shot at a second time after the Panthers evacuated the building.  The arson took place just before midnight on January 19th and the shooting took place after 1 A.M. on January 20th.,""Committee on Government Operations United States Senate, """"Riots, Civil, and Criminal Disorders,"""" U.S. Government Printing Office, August 6, 1970."",""""""Black Panthers Say Office Was Bombed,"""" New York Times, January 20, 1970."",""""""30 Shots Fired Into Office of Panthers in Jersey City,"""" Washington Post, January 21, 1971."",Hewitt Project,-9,-9,0,-9,";;;
"197001200001,1970,1,20,,0,,83,Guatemala,2,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,7,Government (Diplomatic),46,Embassy/Consulate,British consulate,""Bodyguard, British Consul"",216,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,1,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,";;;
197001210001,1970,1,21,,0,,160,Philippines,5,Southeast Asia,Metropolitan Manila,Quezon City,14.67428,121.057495,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,JUSMAG HQ,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,15,Vehicle,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),5000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,;;;
"197001220001,1970,1,22,,0,,222,Venezuela,3,South America,Caracas,Caracas,10.482834,-66.962128,1,0,,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,7,Retail/Grocery/Bakery,Father owned chain of dept stores,""Leon Jacobo Taurel, son"",222,Venezuela,,,,,,,,,,,,,,,,,Armed Forces of National Liberation- Venezuela (FALN),,,,,,,0,,,0,3,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,0,,,,Venezuela,1,110000,,110000,,,2,Hostage(s) released by perpetrators,1,,,,,PGIS,0,0,0,0,";;;
